Rk,Player,Age,Team,Pos,G,MP,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,OWS,DWS,WS,WS/48,BPM,VORP,PER,Salary
237,Quenton Jackson,24,WAS,PG,9,15,0.9,1.7,0.4,0.1,0.4,1.1,6.2,117,119,0.1,0.1,0.2,0.078,-5.1,-0.1,12.2,219630
188,R.J. Hampton,21,2TM,SG,47,16,1.9,1.1,0.6,0.2,0.9,1.1,6.4,107,118,0.1,0.5,0.7,0.042,-2.9,-0.2,10.8,5849
173,RaiQuan Gray,23,BRK,PF,1,35,9,7,0,1,4,5,16,115,116,0,0,0.1,0.106,-2,0,15.5,2463490
359,Raul Neto,30,CLE,PG,48,10.5,1,1.6,0.4,0.1,0.5,1,3.3,126,113,0.8,0.6,1.5,0.142,-0.2,0.2,12.6,10012800
71,Reggie Bullock,31,DAL,SF,78,30.3,3.6,1.4,0.7,0.2,0.5,2.1,7.2,116,119,1.3,1.4,2.8,0.056,-2.6,-0.4,7.7,11457217
238,Reggie Jackson,32,2TM,PG,68,24.4,2.1,3.4,0.7,0.1,1.7,1.7,10.2,103,118,-0.6,1.2,0.6,0.018,-3.9,-0.8,10,11215260
216,Richaun Holmes,29,SAC,C,42,8.3,1.9,0.2,0.1,0.3,0.3,1.2,3.1,127,118,0.6,0.3,0.8,0.113,-2.9,-0.1,12.9,5853659
425,Ricky Rubio,32,CLE,PG,33,17.2,2.1,3.5,0.8,0.2,0.9,1.5,5.2,103,110,-0.2,0.9,0.7,0.062,-2.8,-0.1,10.4,10900634
29,RJ Barrett,22,NYK,SG,73,33.9,5,2.8,0.4,0.2,2.2,2.5,19.6,107,118,0.5,1.8,2.2,0.043,-3.1,-0.7,12.9,2898243
102,Robert Covington,32,LAC,PF,48,16.2,3.5,1.2,0.8,0.7,0.7,1.8,6,116,110,0.7,1.2,1.9,0.117,1.7,0.7,14.2,12307692
524,Robert Williams,25,BOS,C,35,23.5,8.3,1.4,0.6,1.4,1,1.9,8,143,107,2.3,1.6,3.8,0.224,3.3,1.1,19.8,10714287
298,Robin Lopez,34,CLE,C,37,8.1,1.4,0.5,0.1,0.2,0.7,1.2,3,114,114,0.2,0.3,0.6,0.094,-3,-0.1,11.6,2905851
327,Rodney McGruder,31,DET,SG,32,16.4,2.3,0.9,0.5,0,0.3,1.2,5.7,119,121,0.5,0.2,0.7,0.068,-1.5,0.1,10.7,2298385
281,Romeo Langford,23,SAS,SG,43,19.6,2.7,1.2,0.6,0.3,0.7,1.6,6.9,110,122,0.3,0.2,0.5,0.029,-4.2,-0.5,10.4,5634257
192,Ron Harper Jr.,22,TOR,PF,9,5.3,0.8,0.4,0,0.1,0,0.3,2.2,140,120,0.1,0,0.2,0.158,1.2,0,15.7,508891
369,Royce O'Neale,29,BRK,SF,76,31.7,5.1,3.7,0.9,0.6,1.5,3.1,8.8,108,115,0.4,2.5,2.9,0.057,-1.1,0.5,9.2,9200000
160,Rudy Gay,36,UTA,PF,56,14.6,2.9,1,0.3,0.3,0.7,1.2,5.2,101,117,-0.4,0.7,0.3,0.018,-4,-0.4,9,6184500
167,Rudy Gobert,30,MIN,C,70,30.7,11.6,1.2,0.8,1.4,1.7,3,13.4,127,109,4.3,3.5,7.8,0.174,0.7,1.4,18.9,38172414
185,Rui Hachimura,24,2TM,PF,63,23.3,4.5,0.9,0.3,0.4,0.8,1.1,11.2,109,116,0.6,1.3,1.8,0.06,-2.2,-0.1,13.2,6263188
507,Russell Westbrook,34,2TM,PG,73,29.1,5.8,7.5,1,0.5,3.5,2.2,15.9,104,113,-0.6,2.6,1.9,0.044,0.2,1.2,16.1,47080179
15,Ryan Arcidiacono,28,2TM,PG,20,8.6,0.8,1.2,0.3,0,0.4,0.9,1.3,86,121,-0.2,0.1,-0.2,-0.043,-8.8,-0.3,2.7,1836090
421,Ryan Rollins,20,GSW,PG,12,5.2,1,0.5,0.1,0.1,1.3,0.8,1.9,70,116,-0.3,0.1,-0.3,-0.218,-15,-0.2,-1.4,1017781
286,Saben Lee,23,2TM,PG,25,14.9,1.8,2.7,0.8,0,1,1.3,6,111,113,0.2,0.4,0.7,0.088,-1.8,0,13.1,2266640
40,Saddiq Bey,23,2TM,SF,77,27.6,4.7,1.5,0.9,0.2,0.9,1.6,13.8,117,119,2.6,1.2,3.9,0.087,-0.3,0.9,14.6,2959080
202,Sam Hauser,25,BOS,SF,80,16.1,2.6,0.9,0.4,0.3,0.4,1.2,6.4,124,113,1.8,1.6,3.4,0.128,1,1,12.7,1637966
330,Sam Merrill,26,CLE,SG,5,11.8,1.8,1,0.8,0,0,0.6,5,121,107,0.1,0.1,0.2,0.16,1.2,0,15.5,1105522
303,Sandro Mamukelashvili,23,2TM,C,43,15.3,4.3,1.4,0.3,0.3,0.8,1.2,6.1,111,117,0.4,0.5,0.9,0.063,-2.4,-0.1,13.4,1116112
5,Santi Aldama,22,MEM,PF,77,21.8,4.8,1.3,0.6,0.6,0.8,1.9,9,120,111,2.1,2.4,4.6,0.13,0.5,1.1,13.9,2094120
28,Scottie Barnes,21,TOR,SF,77,34.8,6.6,4.8,1.1,0.8,2,2.2,15.3,113,115,2.3,2.7,5,0.09,0.4,1.6,15.5,7644600
384,Scotty Pippen Jr.,22,LAL,PG,6,5.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3,93,112,-0.1,0,0,-0.017,-5.9,0,9.6,508891
226,Serge Ibaka,33,MIL,C,16,11.6,2.8,0.3,0.1,0.4,0.7,1.4,4.1,105,112,0,0.2,0.2,0.058,-4.5,-0.1,9.8,2905851
107,Seth Curry,32,BRK,SG,61,19.9,1.6,1.6,0.6,0.1,0.8,1.6,9.2,113,117,0.9,0.9,1.8,0.07,-2.1,0,12.3,8496653
441,Shaedon Sharpe,19,POR,SG,80,22.2,3,1.2,0.5,0.3,1,1.7,9.9,109,121,0.6,0.6,1.2,0.032,-3.3,-0.6,11.5,6012960
164,Shai Gilgeous-Alexander,24,OKC,PG,68,35.5,4.8,5.5,1.6,1,2.8,2.8,31.4,125,113,8.4,3,11.4,0.226,7.3,5.6,27.2,30913750
334,Shake Milton,26,PHI,SG,76,20.6,2.5,3.2,0.3,0.2,1.2,1.6,8.4,115,117,1.6,1.2,2.9,0.087,-2,0,12.7,1997718
198,Shaquille Harrison,29,POR,SG,5,24,4.4,6,2.2,0.4,1.2,2.4,8.8,118,111,0.2,0.2,0.3,0.137,0.1,0.1,17.9,134862
148,Simone Fontecchio,27,UTA,SF,52,14.7,1.7,0.8,0.3,0.2,0.8,1.2,6.3,101,120,-0.4,0.3,-0.1,-0.004,-5.2,-0.6,8,3205128
317,Skylar Mays,25,POR,PG,6,31.5,3.2,8.3,1,0.2,1.7,1.8,15.3,132,121,0.6,0.1,0.7,0.171,0,0.1,19.4,116574
123,Spencer Dinwiddie,29,2TM,SG,79,34.5,3.4,6.5,0.8,0.3,1.8,2.4,17.3,118,118,4.5,1.8,6.3,0.111,0.7,1.8,16,19500000
248,Stanley Johnson,26,SAS,SF,30,15.6,3.2,2.2,0.5,0.2,1.1,1.6,5.8,117,119,0.5,0.3,0.7,0.076,-1,0.1,13.5,4022164
482,Stanley Umude,23,DET,SG,1,2,0,0,1,1,0,0,2,126,44,0,0,0,0.626,48.6,0,65.6,58493
108,Stephen Curry,34,GSW,PG,56,34.7,6.1,6.3,0.9,0.4,3.2,2.1,29.4,123,115,5.8,2,7.8,0.192,7.5,4.7,24.1,48070014
67,Sterling Brown,27,LAL,SF,4,6,2,0.5,0.8,0,0,1,0,75,103,0,0.1,0,0.04,-3.3,0,7,3122602
2,Steven Adams,29,MEM,C,42,27,11.5,2.3,0.9,1.1,1.9,2.3,8.6,118,108,1.3,2.1,3.4,0.144,0.6,0.7,17.5,17926829
355,Svi Mykhailiuk,25,2TM,SF,32,14.6,1.7,1.7,0.5,0.1,0.8,0.7,6.9,115,118,0.5,0.3,0.8,0.081,-0.1,0.2,14,3846895
321,T.J. McConnell,30,IND,PG,75,20.3,3.1,5.3,1.1,0.1,1.9,1.4,8.7,116,117,1.9,1.2,3.1,0.098,0.5,1,16.8,2905851
498,T.J. Warren,29,2TM,PF,42,16.4,2.9,1,0.5,0.3,0.5,1.5,7.5,111,114,0.4,0.8,1.2,0.081,-2,0,13.5,10260000
162,Taj Gibson,37,WAS,C,49,9.8,1.9,0.7,0.3,0.2,0.5,1.7,3.4,114,115,0.4,0.5,0.8,0.082,-3.2,-0.1,11.4,3359160
218,Talen Horton-Tucker,22,UTA,SG,65,20.2,3.2,3.8,0.6,0.4,1.9,1.7,10.7,104,117,-0.3,1.1,0.8,0.029,-1.6,0.2,13.7,7100000
139,Tari Eason,21,HOU,PF,82,21.5,6,1.1,1.2,0.6,1.2,2.3,9.3,110,115,0.9,1.7,2.6,0.07,-1.7,0.1,15.2,1930681
399,Taurean Prince,28,MIN,PF,54,22.1,2.4,1.6,0.5,0.3,1.3,2.3,9.1,108,117,0.3,1,1.3,0.052,-3.3,-0.4,10,4000000
304,Terance Mann,26,LAC,SG,81,23.1,3.4,2.3,0.5,0.3,1,1.8,8.8,123,117,2.8,1.5,4.3,0.111,-0.2,0.8,13.4,11500000
112,Terence Davis,25,SAC,SG,64,13.1,2.2,1,0.7,0.2,0.8,1.6,6.7,106,114,0,0.9,0.9,0.054,-1.5,0.1,12.9,21486316
423,Terrence Ross,31,2TM,SG,63,21.1,2.4,1.5,0.6,0.2,0.7,1.5,8.3,110,116,0.5,1.2,1.6,0.059,-2.1,0,10.2,1703902
424,Terry Rozier,28,CHO,SG,63,35.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1,106,117,0.1,1.6,1.7,0.037,-0.6,0.8,14.7,8000000
466,Terry Taylor,23,2TM,PF,31,8.5,1.5,0.3,0.1,0.2,0.3,0.8,2.9,115,121,0.2,0.1,0.3,0.054,-4.1,-0.1,11,1878720
535,Thaddeus Young,34,TOR,PF,54,14.7,3.1,1.4,1,0.1,0.8,1.6,4.4,117,112,0.7,1.1,1.8,0.109,0.1,0.4,14.1,2408891
12,Thanasis Antetokounmpo,30,MIL,PF,37,5.6,1.2,0.4,0.1,0.1,0.3,0.6,1.4,98,114,-0.1,0.2,0.1,0.022,-7.6,-0.3,6.7,1968175
302,Théo Maledon,21,CHO,PG,44,19.4,2.8,3.5,0.8,0.3,1.3,1.4,6.7,105,115,0,0.9,0.8,0.047,-2.5,-0.1,11.6,1968175
383,Theo Pinson,27,DAL,SG,40,8.1,1.6,1.2,0.2,0,0.3,0.9,2.4,114,117,0.2,0.2,0.5,0.071,-3.4,-0.1,10.1,19602273
70,Thomas Bryant,25,2TM,C,59,18.3,5.7,0.5,0.3,0.5,0.6,1.7,9.8,132,112,2.7,1.4,4.1,0.183,0.6,0.7,19.7,8100000
189,Tim Hardaway Jr.,30,DAL,SF,71,30.3,3.5,1.8,0.7,0.2,0.8,1.7,14.4,110,119,1,1.3,2.3,0.051,-1.8,0.1,12.1,2628597
197,Tobias Harris,30,PHI,SF,74,32.9,5.7,2.5,0.9,0.5,1.2,2,14.7,118,114,3.1,2.8,5.9,0.116,0.7,1.7,14.8,37633050
54,Tony Bradley,25,CHI,C,12,2.8,0.9,0.1,0.1,0.1,0.1,0.2,1.6,132,107,0.1,0.1,0.2,0.22,4.9,0.1,21.7,2036318
103,Torrey Craig,32,PHO,PF,79,24.7,5.4,1.5,0.6,0.8,0.9,2.3,7.4,116,113,1.5,2.5,4,0.098,-0.6,0.7,11.6,5121951
536,Trae Young,24,ATL,PG,73,34.8,3,10.2,1.1,0.1,4.1,1.4,26.2,116,119,5.3,1.4,6.7,0.126,3.3,3.4,22,37096500
255,Tre Jones,23,SAS,PG,68,29.2,3.6,6.6,1.3,0.1,1.6,1.4,12.9,117,120,2.6,0.8,3.4,0.082,-1,0.5,16,1782621
305,Tre Mann,21,OKC,PG,67,17.7,2.3,1.8,0.6,0.2,0.9,1.5,7.7,101,116,-0.6,1.1,0.5,0.021,-3.9,-0.6,10,3046200
504,Trendon Watford,22,POR,PF,62,19.1,3.8,2.1,0.5,0.2,1.1,1.9,7.4,118,119,1.3,0.7,2.1,0.084,-1.8,0.1,13.6,1563518
150,Trent Forrest,24,ATL,SG,23,12,1.6,1.7,0.3,0.1,0.7,0.7,2.3,93,118,-0.2,0.2,-0.1,-0.011,-5.1,-0.2,6.1,508891
401,Trevelin Queen,25,IND,SG,7,10,2.4,0.9,0.3,0.7,1,0.6,3,78,116,-0.3,0.1,-0.2,-0.133,-7.2,-0.1,6,838891
221,Trevor Hudgins,23,HOU,PG,5,5.6,0,0.6,0,0,0.2,0.2,1.8,103,128,0,0,0,-0.035,-8.4,0,4.2,508891
263,Trevor Keels,19,NYK,SG,3,2.7,0.7,0,0,0,0,0,1,84,116,0,0,0,-0.062,-13,0,3.7,520589
301,Trey Lyles,27,SAC,PF,74,16.9,4.1,0.9,0.4,0.4,0.9,1.3,7.6,117,116,1.4,1.2,2.6,0.098,-1,0.3,14.2,2625000
350,Trey Murphy III,22,NOP,SF,79,31,3.6,1.4,1.1,0.5,0.8,2,14.5,128,114,4.8,2.8,7.6,0.15,1.8,2.3,15.2,3206520
68,Troy Brown Jr.,23,LAL,SF,76,24.5,4.1,1.3,0.8,0.2,0.6,1.6,7.1,113,115,1,2,2.9,0.075,-1,0.5,9.6,1968175
240,Ty Jerome,25,GSW,SG,45,18.1,1.7,3,0.5,0.1,0.7,1.4,6.9,126,117,1.4,0.7,2.1,0.124,-0.8,0.3,12.8,4728948
126,Tyler Dorsey,26,DAL,SF,3,2.7,0.7,0,0,0,0,0,3,170,121,0.1,0,0.1,0.367,17.8,0,45.5,201802
208,Tyler Herro,23,MIA,SG,67,34.9,5.4,4.2,0.8,0.2,2.4,1.5,20.1,109,115,1.1,2.4,3.5,0.072,0.6,1.6,15.3,5722116
186,Tyrese Haliburton,22,IND,PG,56,33.6,3.7,10.4,1.6,0.4,2.5,1.2,20.7,129,118,6.4,1.2,7.6,0.195,7.2,4.4,23.6,4215120
312,Tyrese Martin,23,ATL,SG,16,4.1,0.8,0.1,0.1,0,0.1,0.1,1.3,98,120,0,0,0,-0.01,-7.4,-0.1,7.7,1017781
316,Tyrese Maxey,22,PHI,SG,60,33.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3,120,117,3.7,1.6,5.4,0.128,0.6,1.3,17,2726880
501,TyTy Washington Jr.,21,HOU,PG,31,14,1.5,1.5,0.5,0.1,0.5,0.9,4.7,99,121,-0.3,0.1,-0.1,-0.016,-6.3,-0.5,7.5,2210040
256,Tyus Jones,26,MEM,PG,80,24.3,2.5,5.2,1,0.1,0.9,0.4,10.3,122,113,3.4,2.3,5.7,0.141,1.6,1.7,16,15000000
18,Udoka Azubuike,23,UTA,C,36,10,3.3,0.3,0.2,0.4,0.5,0.9,3.5,131,114,0.6,0.4,1,0.134,-0.6,0.1,16.1,2174880
201,Udonis Haslem,42,MIA,C,7,10.1,1.6,0,0.1,0.3,0.1,1.6,3.9,94,115,-0.1,0.1,0,-0.009,-12.1,-0.2,6.2,2905851
158,Usman Garuba,20,HOU,C,75,12.9,4.1,0.9,0.6,0.4,0.6,1.8,3,119,115,0.9,0.9,1.8,0.091,-1.4,0.2,12.9,2471160
82,Vernon Carey Jr.,21,WAS,C,11,2.5,1,0.3,0.2,0.2,0.2,0.5,0.5,87,104,-0.1,0.1,0,0.014,-5,0,10.8,1882621
375,Victor Oladipo,30,MIA,SG,42,26.3,3,3.5,1.4,0.3,2.1,2.4,10.7,99,112,-0.9,1.5,0.6,0.024,-2.1,0,10.6,8750000
525,Vince Williams Jr.,22,MEM,SG,15,7,1,0.3,0.4,0.1,0.3,0.8,2,79,110,-0.3,0.2,-0.1,-0.049,-8.5,-0.2,3.9,508891
276,Vit Krejci,22,ATL,PG,29,5.7,0.9,0.6,0.2,0,0.2,0.6,1.2,108,118,0,0.1,0.1,0.042,-3.6,-0.1,7.7,1563518
80,Vlatko ?an?ar,25,DEN,PF,60,14.8,2.1,1.3,0.4,0.2,0.6,1.4,5,119,116,0.9,0.8,1.7,0.093,-1.8,0,11,2234359
265,Walker Kessler,21,UTA,C,74,23,8.4,0.9,0.4,2.3,0.8,2.3,9.2,140,111,4.6,2.5,7.1,0.2,2.9,2.1,21.5,2696400
84,Wendell Carter Jr.,23,ORL,C,57,29.6,8.7,2.3,0.5,0.6,1.9,2.8,15.2,119,113,2.6,2,4.6,0.13,1,1.3,17.3,14150000
345,Wendell Moore Jr.,21,MIN,SG,29,5.3,0.6,0.6,0.3,0.2,0.3,0.4,1.4,98,113,-0.1,0.2,0.1,0.028,-2.4,0,9.3,2306520
155,Wenyen Gabriel,25,LAL,C,68,15.1,4.2,0.5,0.4,0.5,0.7,2.1,5.5,123,113,1.5,1.3,2.8,0.132,-2.2,-0.1,14.4,1878720
315,Wesley Matthews,36,MIL,SF,52,15.8,2.2,0.7,0.4,0.3,0.3,1.4,3.4,113,114,0.3,0.9,1.2,0.073,-2.7,-0.1,7,2905851
30,Will Barton,32,2TM,SG,56,17.7,2.4,2,0.5,0.2,0.9,1,6.8,102,117,-0.4,0.8,0.4,0.021,-2.6,-0.2,10,15059712
207,Willy Hernangómez,28,NOP,C,38,12.1,4.7,0.9,0.4,0.3,1,1.7,6.9,118,108,0.8,0.8,1.6,0.171,0.3,0.3,20.7,2443581
101,Xavier Cooks,27,WAS,PF,10,12.6,3.8,0.6,0.6,0.4,0.8,1.3,3.8,113,112,0.1,0.2,0.2,0.094,-3.6,-0.1,14.3,140384
344,Xavier Moon,28,LAC,SG,4,5,0.8,1.3,0,0,0.3,0.5,1.8,96,119,0,0,0,-0.03,-5.1,0,7.2,116986
455,Xavier Sneed,25,CHO,SF,4,12,1.3,1.3,0,0.3,0.8,1.8,4.3,124,120,0.1,0,0.1,0.086,-3.6,0,9.5,102910
474,Xavier Tillman Sr.,24,MEM,C,61,19.3,5,1.6,1,0.5,0.7,1.6,7,129,109,2.3,1.9,4.2,0.171,1.9,1.2,17.3,1782621
502,Yuta Watanabe,28,BRK,SF,58,16,2.4,0.8,0.4,0.3,0.4,1.4,5.6,125,116,1.3,0.9,2.1,0.111,-0.6,0.3,12.1,1968175
97,Zach Collins,25,SAS,C,63,22.9,6.4,2.9,0.6,0.8,2,3.2,11.6,112,118,1.2,1,2.2,0.074,-0.2,0.6,16.4,7350000
283,Zach LaVine,27,CHI,SG,77,35.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,116,115,4.2,2.9,7.1,0.123,1.9,2.7,19,37096500
362,Zeke Nnaji,22,DEN,PF,53,13.7,2.6,0.3,0.3,0.4,0.6,2,5.2,120,115,0.9,0.7,1.6,0.106,-3.7,-0.3,12.5,2617800
526,Ziaire Williams,21,MEM,SF,37,15.2,2.1,0.9,0.4,0.2,1,1.6,5.7,97,114,-0.5,0.6,0.1,0.011,-5.6,-0.5,7.4,4591680
527,Zion Williamson,22,NOP,PF,29,33,7,4.6,1.1,0.6,3.4,2.2,26,120,112,2.3,1.2,3.6,0.18,5.8,1.9,25.2,13534817
